Major Lag
dA\dB,FORWARDS_MAJOR,FORWARDS_MINOR,FORWARDS_MICRO,NO_CHANGE,BACKWARD_MAJOR,BACKWARD_MINOR,BACKWARD_MICRO
FORWARDS_MAJOR,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
FORWARDS_MINOR,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
FORWARDS_MICRO,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
NO_CHANGE,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
BACKWARD_MAJOR,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
BACKWARD_MINOR,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
BACKWARD_MICRO,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
Total values: 0

Minor Lag
dA\dB,FORWARDS_MAJOR,FORWARDS_MINOR,FORWARDS_MICRO,NO_CHANGE,BACKWARD_MAJOR,BACKWARD_MINOR,BACKWARD_MICRO
FORWARDS_MAJOR,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
FORWARDS_MINOR,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
FORWARDS_MICRO,0.0000,0.0000,0.0000,2.0000,0.0000,2.0000,0.0000
NO_CHANGE,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
BACKWARD_MAJOR,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
BACKWARD_MINOR,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
BACKWARD_MICRO,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
Total values: 4

Micro Lag
dA\dB,FORWARDS_MAJOR,FORWARDS_MINOR,FORWARDS_MICRO,NO_CHANGE,BACKWARD_MAJOR,BACKWARD_MINOR,BACKWARD_MICRO
FORWARDS_MAJOR,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
FORWARDS_MINOR,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
FORWARDS_MICRO,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
NO_CHANGE,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
BACKWARD_MAJOR,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
BACKWARD_MINOR,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
BACKWARD_MICRO,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
Total values: 0

No Lag
dA\dB,FORWARDS_MAJOR,FORWARDS_MINOR,FORWARDS_MICRO,NO_CHANGE,BACKWARD_MAJOR,BACKWARD_MINOR,BACKWARD_MICRO
FORWARDS_MAJOR,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
FORWARDS_MINOR,0.0000,6.0000,0.0000,0.0000,0.0000,0.0000,0.0000
FORWARDS_MICRO,0.0000,2.0000,232.0000,0.0000,0.0000,0.0000,0.0000
NO_CHANGE,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
BACKWARD_MAJOR,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
BACKWARD_MINOR,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
BACKWARD_MICRO,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
Total values: 241



Lag (Vers Behind), Major, Days of Lag, Minor, Days of Lag, Micro, Days of Lag
,0,0,0,0,0,0
,0,0,0,0,0,0
,0,0,0,0,0,0
,0,0,0,0,0,0
,0,0,0,0,0,0
,0,0,0,0,0,0
,0,0,0,0,0,0
,0,0,0,0,0,0
,0,0,0,0,0,0
,0,0,0,0,0,0
,0,0,0,0,0,0
,0,0,0,0,0,0
,0,0,0,0,0,0
,0,0,0,0,0,0
,0,0,0,0,0,0
,0,0,0,0,0,0
,0,0,0,0,0,0
,0,0,0,0,0,0
,0,0,0,0,0,0
,0,0,0,0,0,0
,0,0,0,0,0,0
,0,0,0,0,0,0
,0,0,0,0,0,0
,0,0,0,0,0,0
,0,0,0,0,0,0
,0,0,0,0,0,0
,0,0,0,0,0,0
,0,0,0,0,0,0
,0,0,0,0,0,0
,0,0,0,0,0,0
,0,0,0,0,0,0
,0,0,0,0,0,0
,0,0,0,0,0,0
,0,0,0,0,0,0
,0,0,0,0,0,0
,0,0,0,0,0,0
,0,0,0,0,0,0
,0,0,0,0,0,0
,0,0,0,0,0,0
,0,0,0,0,0,0
,0,0,0,0,0,0
,0,0,0,0,0,0
,0,0,0,0,0,0
,0,0,0,0,0,0
,0,0,0,0,0,0
,0,0,0,0,0,0
,0,0,0,0,0,0
,0,0,0,0,0,0
,0,0,0,0,0,0
,0,0,0,0,0,0
,0,0,0,0,0,0
,0,0,0,0,0,0
,0,0,0,0,0,0
,0,0,0,0,0,0
,0,0,0,0,0,0
,0,0,0,0,0,0
,0,0,0,0,0,0
,0,0,0,0,0,0
,0,0,0,0,0,0
,0,0,0,0,0,0
,0,0,0,0,0,0
,0,0,0,0,0,0
,0,0,0,0,0,0
,0,0,0,0,0,0
,0,0,0,0,0,0
,0,0,0,0,0,0
,0,0,0,0,0,0
,0,0,0,0,0,0
,0,0,0,0,0,0
,0,0,0,0,0,0
,0,0,0,0,0,0
,0,0,0,0,0,0
,0,0,0,0,0,0
,0,0,0,0,0,0
,0,0,0,0,0,0
,0,0,0,0,0,0
,0,0,0,0,0,0
,0,0,0,0,0,0
,0,0,0,0,0,0
,0,0,0,0,0,0
,0,0,0,0,0,0
,0,0,0,0,0,0
,0,0,0,0,0,0
,0,0,0,0,0,0
,0,0,0,0,0,0
,0,0,0,0,0,0
,0,0,3,608,0,0
,0,0,3,608,0,0
,0,0,0,0,0,0
,0,0,0,0,0,0
,0,0,0,0,0,0
,0,0,0,0,0,0
,0,0,0,0,0,0
,0,0,0,0,0,0
,0,0,0,0,0,0
,0,0,0,0,0,0
,0,0,0,0,0,0
,0,0,0,0,0,0
,0,0,0,0,0,0
,0,0,0,0,0,0
,0,0,0,0,0,0
,0,0,0,0,0,0
,0,0,0,0,0,0
,0,0,0,0,0,0
,0,0,0,0,0,0
,0,0,0,0,0,0
,0,0,0,0,0,0
,0,0,0,0,0,0
,0,0,0,0,0,0
,0,0,0,0,0,0
,0,0,0,0,0,0

Missing Dependency Information
Total missing deps: 0
Missing deps at end: 0
Project information
Cqrs.Ninject (1787171)	Cqrs (1786599)	Package Manager: NuGet

Project A:
ProjectVersion(version=1.500.219.286, dependency=1.500.219.286, time=2014-09-23 23:11:33 UTC),	Latest, null
ProjectVersion(version=1.500.232.288, dependency=1.500.232.288, time=2014-09-24 02:26:19 UTC),	Latest, null
ProjectVersion(version=1.500.234.288, dependency=1.500.234.288, time=2014-09-24 02:53:50 UTC),	Latest, null
ProjectVersion(version=1.500.236.290, dependency=1.500.236.290, time=2014-09-24 09:42:49 UTC),	Latest, null
ProjectVersion(version=1.500.238.291, dependency=1.500.238.291, time=2014-09-24 10:03:38 UTC),	Latest, null
ProjectVersion(version=1.500.246.297, dependency=1.500.246.297, time=2014-09-25 00:05:44 UTC),	Latest, null
ProjectVersion(version=1.500.248.298, dependency=1.500.248.298, time=2014-09-25 08:50:10 UTC),	Latest, null
ProjectVersion(version=1.500.249.299, dependency=1.500.249.299, time=2014-09-25 09:13:27 UTC),	Latest, null
ProjectVersion(version=1.500.251.301, dependency=1.500.251.301, time=2014-09-25 10:00:36 UTC),	Latest, null
ProjectVersion(version=1.500.252.302, dependency=1.500.252.302, time=2014-09-29 09:00:34 UTC),	Latest, null
ProjectVersion(version=1.500.255.153, dependency=1.500.255.153, time=2014-10-06 09:12:06 UTC),	Latest, null
ProjectVersion(version=1.500.262.155, dependency=1.500.262.155, time=2014-10-06 10:16:34 UTC),	Latest, null
ProjectVersion(version=1.500.263.158, dependency=1.500.263.158, time=2014-10-06 10:24:05 UTC),	Latest, null
ProjectVersion(version=1.500.266.162, dependency=1.500.266.162, time=2014-10-07 09:22:32 UTC),	Latest, null
ProjectVersion(version=1.500.267.164, dependency=1.500.267.164, time=2014-10-07 09:52:07 UTC),	Latest, null
ProjectVersion(version=1.500.269.166, dependency=1.500.269.166, time=2014-10-08 07:05:10 UTC),	Latest, null
ProjectVersion(version=1.500.271.168, dependency=1.500.271.168, time=2014-10-08 07:21:20 UTC),	Latest, null
ProjectVersion(version=1.500.273.170, dependency=1.500.273.170, time=2014-10-08 07:32:21 UTC),	Latest, null
ProjectVersion(version=1.500.275.170, dependency=1.0.0, time=2014-10-08 07:51:13 UTC),	Latest, DependencyVersion(version=1.500.275.170, time=2014-10-08 07:46:56 UTC)
ProjectVersion(version=1.500.277.173, dependency=1.0.0, time=2014-10-08 08:06:30 UTC),	Latest, DependencyVersion(version=1.500.277.173, time=2014-10-08 08:02:02 UTC)
ProjectVersion(version=1.500.278.173, dependency=1.500.278.173, time=2014-10-08 08:16:25 UTC),	Latest, null
ProjectVersion(version=1.500.279.176, dependency=1.500.279.176, time=2014-10-08 08:29:12 UTC),	Latest, null
ProjectVersion(version=1.500.280.177, dependency=1.500.280.177, time=2014-10-08 08:36:03 UTC),	Latest, null
ProjectVersion(version=1.500.282.179, dependency=1.500.282.179, time=2014-10-08 08:50:36 UTC),	Latest, null
ProjectVersion(version=1.500.286.184, dependency=1.500.286.184, time=2014-10-08 09:46:11 UTC),	Latest, null
ProjectVersion(version=1.500.291.186, dependency=1.500.291.186, time=2014-10-08 10:10:24 UTC),	Latest, null
ProjectVersion(version=1.500.293.188, dependency=1.500.293.188, time=2014-10-08 10:20:53 UTC),	Latest, null
ProjectVersion(version=1.500.295.190, dependency=1.500.295.190, time=2014-10-08 10:55:00 UTC),	Latest, null
ProjectVersion(version=1.500.297.192, dependency=1.500.297.192, time=2014-10-08 11:08:20 UTC),	Latest, null
ProjectVersion(version=1.500.298.194, dependency=1.500.298.194, time=2014-10-08 11:22:25 UTC),	Latest, null
ProjectVersion(version=1.500.299.196, dependency=1.500.299.196, time=2014-10-08 12:04:37 UTC),	Latest, null
ProjectVersion(version=1.500.303.200, dependency=1.500.303.200, time=2014-10-10 04:19:23 UTC),	Latest, null
ProjectVersion(version=1.500.306.203, dependency=1.500.306.203, time=2014-10-10 10:44:23 UTC),	Latest, null
ProjectVersion(version=1.500.307.205, dependency=1.500.307.205, time=2014-10-10 10:58:17 UTC),	Latest, null
ProjectVersion(version=1.500.309.207, dependency=1.500.309.207, time=2014-10-12 23:58:45 UTC),	Latest, null
ProjectVersion(version=1.500.311.209, dependency=1.500.311.209, time=2014-10-13 02:25:35 UTC),	Latest, null
ProjectVersion(version=1.500.313.211, dependency=1.500.313.211, time=2014-10-13 02:44:34 UTC),	Latest, null
ProjectVersion(version=1.500.315.213, dependency=1.500.315.213, time=2014-10-13 03:11:27 UTC),	Latest, null
ProjectVersion(version=1.500.318.216, dependency=1.500.318.216, time=2014-10-13 07:55:09 UTC),	Latest, null
ProjectVersion(version=1.500.320.218, dependency=1.500.320.218, time=2014-10-13 08:20:25 UTC),	Latest, null
ProjectVersion(version=1.500.322.220, dependency=1.500.322.220, time=2014-10-13 08:44:10 UTC),	Latest, null
ProjectVersion(version=1.500.324.222, dependency=1.500.324.222, time=2014-10-13 09:18:19 UTC),	Latest, null
ProjectVersion(version=1.500.326.224, dependency=1.500.326.224, time=2014-10-15 21:13:49 UTC),	Latest, null
ProjectVersion(version=1.500.328.226, dependency=1.500.328.226, time=2014-10-15 21:27:36 UTC),	Latest, null
ProjectVersion(version=1.500.330.229, dependency=1.500.330.229, time=2014-10-16 07:34:54 UTC),	Latest, null
ProjectVersion(version=1.500.332.231, dependency=1.500.332.231, time=2014-10-16 08:55:04 UTC),	Latest, null
ProjectVersion(version=1.500.334.233, dependency=1.500.334.233, time=2014-10-17 07:33:21 UTC),	Latest, null
ProjectVersion(version=1.500.336.235, dependency=1.500.336.235, time=2014-10-28 04:05:27 UTC),	Latest, null
ProjectVersion(version=1.500.338.237, dependency=1.500.338.237, time=2014-10-28 04:39:15 UTC),	Latest, null
ProjectVersion(version=1.500.340.239, dependency=1.500.340.239, time=2014-10-28 04:50:41 UTC),	Latest, null
ProjectVersion(version=1.500.342.241, dependency=1.500.342.241, time=2014-10-28 08:21:11 UTC),	Latest, null
ProjectVersion(version=1.500.345.244, dependency=1.500.345.244, time=2014-10-28 09:42:36 UTC),	Latest, null
ProjectVersion(version=1.500.349.248, dependency=1.500.349.248, time=2014-10-28 10:14:27 UTC),	Latest, null
ProjectVersion(version=1.500.350.250, dependency=1.500.350.250, time=2014-10-28 10:24:27 UTC),	Latest, null
ProjectVersion(version=1.500.352.253, dependency=1.500.352.253, time=2014-10-28 21:22:37 UTC),	Latest, null
ProjectVersion(version=1.500.362.256, dependency=1.500.362.256, time=2014-10-28 22:45:55 UTC),	Latest, null
ProjectVersion(version=1.500.363.256, dependency=1.500.363.256, time=2014-10-29 01:05:40 UTC),	Latest, null
ProjectVersion(version=1.500.366.260, dependency=1.500.366.260, time=2014-11-03 00:41:01 UTC),	Latest, null
ProjectVersion(version=1.500.367.261, dependency=1.500.367.261, time=2014-11-03 00:50:47 UTC),	Latest, null
ProjectVersion(version=1.500.368.263, dependency=1.500.368.263, time=2014-11-03 00:58:42 UTC),	Latest, null
ProjectVersion(version=1.500.371.266, dependency=1.500.371.266, time=2014-11-03 06:13:09 UTC),	Latest, null
ProjectVersion(version=1.500.372.268, dependency=1.500.372.268, time=2014-11-03 07:12:34 UTC),	Latest, null
ProjectVersion(version=1.500.379.273, dependency=1.500.379.273, time=2014-11-03 10:12:34 UTC),	Latest, null
ProjectVersion(version=1.500.381.275, dependency=1.500.381.275, time=2014-11-03 10:43:15 UTC),	Latest, null
ProjectVersion(version=1.500.383.277, dependency=1.500.383.277, time=2014-11-03 21:03:58 UTC),	Latest, null
ProjectVersion(version=1.500.385.277, dependency=1.500.385.277, time=2014-11-03 21:21:14 UTC),	Latest, null
ProjectVersion(version=1.500.387.279, dependency=1.500.387.279, time=2014-11-03 21:55:54 UTC),	Latest, null
ProjectVersion(version=1.500.389.281, dependency=1.500.389.281, time=2014-11-03 22:13:56 UTC),	Latest, null
ProjectVersion(version=1.500.393.286, dependency=1.500.393.286, time=2014-11-05 09:33:21 UTC),	Latest, null
ProjectVersion(version=1.500.395.288, dependency=1.500.395.288, time=2014-11-07 19:40:58 UTC),	Latest, null
ProjectVersion(version=1.500.396.290, dependency=1.500.396.290, time=2014-11-15 08:53:09 UTC),	Latest, null
ProjectVersion(version=1.500.399.293, dependency=1.500.399.293, time=2014-11-15 10:30:50 UTC),	Latest, null
ProjectVersion(version=1.500.401.296, dependency=1.500.401.296, time=2014-11-15 11:44:32 UTC),	Latest, null
ProjectVersion(version=1.500.403.298, dependency=1.500.403.298, time=2014-11-15 12:06:12 UTC),	Latest, null
ProjectVersion(version=1.500.411.304, dependency=1.500.411.304, time=2015-03-08 22:43:11 UTC),	Latest, null
ProjectVersion(version=1.500.413.306, dependency=1.500.413.306, time=2015-03-24 09:22:42 UTC),	Latest, null
ProjectVersion(version=1.500.415.308, dependency=1.500.415.308, time=2015-03-26 05:41:28 UTC),	Latest, null
ProjectVersion(version=1.500.420.313, dependency=1.500.420.313, time=2015-03-26 07:52:21 UTC),	Latest, null
ProjectVersion(version=1.500.422.315, dependency=1.500.422.315, time=2015-03-26 08:30:53 UTC),	Latest, null
ProjectVersion(version=1.500.424.317, dependency=1.500.424.317, time=2015-03-26 09:34:55 UTC),	Latest, null
ProjectVersion(version=1.500.426.319, dependency=1.500.426.319, time=2015-03-27 08:33:06 UTC),	Latest, null
ProjectVersion(version=1.500.428.321, dependency=1.500.428.321, time=2015-03-27 09:08:50 UTC),	Latest, null
ProjectVersion(version=1.500.430.323, dependency=1.500.430.323, time=2015-03-28 02:59:52 UTC),	Latest, null
